Date,rate_ABBV,rate_VOO,Sector,rate_ABT,rate_AMGN,rate_BMY,rate_DHR,rate_GILD,rate_ISRG,rate_JNJ,rate_LLY,rate_MDT,rate_MRK,rate_PFE,rate_REGN,rate_TMO,rate_UNH
2022-08-22,1.58,-9.24,Healthcare,-16.9,8.29,13.09,-3.09,-8.62,-27.4,-1.25,20.71,-10.68,13.86,-9.22,-2.04,-4.22,11.72
2022-08-23,0.95,-9.38,Healthcare,-17.64,7.59,11.29,-3.52,-9.26,-27.77,-1.82,18.72,-12.51,13.06,-10.32,-3.03,-4.56,10.53
2022-08-24,0.42,-9.2,Healthcare,-17.93,7.59,10.94,-3.32,-9.32,-26.98,-2.04,19.66,-13.11,12.9,-11.03,-3.0,-4.54,10.62
2022-08-25,1.1,-8.33,Healthcare,-17.7,7.94,10.01,-1.98,-9.35,-25.99,-1.43,20.72,-11.28,13.11,-10.45,-2.9,-3.21,11.31
2022-08-26,-0.33,-10.4,Healthcare,-19.74,6.48,9.69,-4.35,-10.5,-29.02,-2.55,18.83,-13.01,12.27,-11.79,-3.69,-5.56,9.64
2022-08-29,-0.64,-10.79,Healthcare,-19.77,6.12,5.2,-5.16,-10.43,-29.49,-3.05,17.49,-13.34,10.88,-12.51,-4.04,-6.32,9.71
2022-08-30,-0.72,-11.42,Healthcare,-19.58,6.04,5.67,-5.91,-10.38,-30.02,-3.28,16.71,-14.41,10.29,-12.99,-4.51,-6.58,8.76
2022-08-31,-1.25,-11.87,Healthcare,-19.35,6.39,5.89,-6.69,-9.46,-30.19,-3.71,15.25,-13.98,9.01,-13.77,-5.29,-7.56,8.28
2022-09-01,0.67,-11.4,Healthcare,-17.75,7.7,7.44,-5.65,-7.84,-29.34,-2.07,16.79,-13.24,10.24,-11.71,-3.12,-6.79,8.69
2022-09-02,-0.36,-11.98,Healthcare,-18.93,6.81,6.95,-6.63,-8.89,-29.86,-3.07,14.88,-14.07,9.49,-12.84,-5.2,-7.55,7.67
2022-09-06,0.26,-12.17,Healthcare,-18.82,6.77,7.0,-5.95,-9.29,-30.16,-2.9,16.22,-14.7,9.65,-12.77,-5.89,-7.38,7.85
2022-09-07,0.93,-10.9,Healthcare,-17.54,7.69,7.14,-4.54,-7.64,-27.77,-2.47,17.71,-13.97,10.11,-12.19,-2.88,-6.49,8.53
2022-09-08,2.13,-10.38,Healthcare,-15.9,7.96,8.02,-1.22,-7.24,-26.56,-1.76,19.04,-13.27,10.75,-10.55,13.66,-4.22,9.61
2022-09-09,2.72,-9.13,Healthcare,-14.83,8.85,9.12,-0.5,-7.0,-24.54,-1.59,19.79,-11.62,10.66,-9.23,15.94,-3.79,9.02
2022-09-12,3.26,-8.23,Healthcare,-14.25,4.85,12.25,0.47,-3.45,-24.32,-1.62,18.95,-9.52,11.6,-9.37,13.94,-2.3,10.31
2022-09-13,0.7,-12.01,Healthcare,-16.84,0.36,10.29,-3.37,-7.4,-27.74,-4.06,15.82,-11.16,9.33,-12.21,12.53,-5.38,6.92
2022-09-14,1.4,-11.7,Healthcare,-16.88,0.88,9.44,-3.39,-7.29,-27.94,-2.18,16.94,-10.87,10.14,-12.28,11.96,-5.65,6.1
2022-09-15,3.45,-12.63,Healthcare,-17.42,0.69,11.39,-3.33,-7.54,-28.32,-1.94,16.89,-10.87,9.9,-12.66,13.2,-6.63,8.67
2022-09-16,4.52,-13.28,Healthcare,-18.22,2.14,11.0,-4.91,-6.72,-29.39,-0.52,16.68,-11.22,11.07,-12.5,13.87,-8.34,8.3
2022-09-19,3.55,-12.65,Healthcare,-18.15,1.98,9.03,-4.3,-6.42,-30.71,-1.26,15.32,-11.76,9.76,-13.57,14.63,-8.59,8.8
2022-09-20,2.92,-13.61,Healthcare,-19.51,0.68,8.33,-5.82,-8.14,-31.59,-2.02,14.1,-12.93,8.97,-14.81,12.92,-9.82,8.65
2022-09-21,1.89,-15.08,Healthcare,-20.78,-0.71,7.92,-7.78,-9.64,-33.09,-3.0,12.18,-15.55,7.16,-16.39,9.91,-10.87,6.51
2022-09-22,3.8,-15.78,Healthcare,-20.46,0.7,10.7,-8.47,-9.27,-34.41,-1.32,17.43,-17.63,10.84,-15.18,10.47,-11.75,7.59
2022-09-23,3.84,-17.14,Healthcare,-20.76,0.36,9.82,-8.85,-10.53,-34.59,-1.01,17.64,-18.5,9.94,-16.09,11.86,-11.67,6.82
2022-09-26,2.53,-17.92,Healthcare,-21.41,0.32,8.97,-9.72,-11.25,-35.45,-1.6,16.2,-19.78,9.19,-16.56,10.13,-12.72,5.77
2022-09-27,2.89,-18.14,Healthcare,-22.58,-0.06,9.29,-10.58,-10.84,-35.97,-2.04,17.52,-20.2,8.77,-16.07,11.53,-13.66,5.77
2022-09-28,4.95,-16.92,Healthcare,-22.27,2.1,11.89,-8.52,-9.02,-33.95,-1.21,26.09,-18.55,9.94,-15.43,13.17,-12.14,6.9
2022-09-29,3.61,-18.62,Healthcare,-22.61,0.99,11.36,-9.89,-10.23,-35.07,-2.28,24.48,-18.86,9.77,-15.94,11.03,-12.34,5.86
2022-09-30,-2.47,-19.84,Healthcare,-23.8,-0.32,10.41,-11.19,-12.16,-35.62,-2.97,22.03,-20.34,9.12,-16.69,10.57,-13.9,5.1
2022-10-03,0.45,-17.32,Healthcare,-21.11,1.82,9.31,-7.47,-11.0,-32.79,-2.98,20.84,-17.99,10.63,-15.57,17.39,-11.01,7.04
2022-10-04,3.05,-14.89,Healthcare,-18.36,2.93,10.34,-4.05,-6.82,-30.03,-1.58,23.88,-16.25,11.68,-14.98,18.07,-8.2,8.58
2022-10-05,4.0,-15.03,Healthcare,-18.13,3.28,10.71,-2.97,-6.62,-30.09,-1.88,24.57,-15.72,11.68,-15.61,19.01,-7.15,9.36
2022-10-06,1.85,-15.9,Healthcare,-18.85,2.04,8.87,-4.38,-7.32,-31.33,-3.73,25.0,-16.32,10.5,-17.54,16.89,-8.09,7.77
2022-10-07,0.76,-18.18,Healthcare,-19.36,1.22,8.05,-7.57,-8.24,-34.37,-4.72,22.7,-18.26,10.7,-18.98,15.44,-10.89,4.9
2022-10-10,0.44,-18.77,Healthcare,-19.87,2.56,6.19,-9.93,-8.01,-35.09,-4.6,21.69,-18.82,14.27,-20.04,16.75,-13.0,3.69
2022-10-11,2.73,-19.3,Healthcare,-19.38,8.31,7.99,-12.38,-6.3,-35.31,-3.24,23.06,-18.77,14.98,-19.72,17.61,-14.66,3.89
2022-10-12,1.64,-19.54,Healthcare,-20.69,8.74,7.42,-13.2,-6.69,-35.16,-3.26,21.94,-20.31,14.19,-19.52,16.37,-14.68,3.92
2022-10-13,3.74,-17.48,Healthcare,-18.82,11.0,9.71,-11.32,-5.18,-33.78,-1.82,24.72,-17.19,16.78,-17.72,19.63,-13.05,5.95
2022-10-14,3.76,-19.3,Healthcare,-20.04,10.86,9.48,-12.52,-5.59,-36.27,-2.23,24.46,-19.04,16.39,-17.95,17.43,-14.29,6.61
2022-10-17,4.81,-17.29,Healthcare,-18.0,11.55,10.64,-10.43,-5.3,-33.87,-0.98,24.96,-17.92,18.82,-16.45,17.42,-11.95,8.39
2022-10-18,4.95,-16.34,Healthcare,-16.86,11.2,11.2,-8.52,-4.6,-32.63,-1.32,25.8,-16.6,19.43,-15.62,15.48,-10.76,8.46
2022-10-19,3.89,-16.91,Healthcare,-22.24,9.49,10.27,-11.12,-5.57,-26.65,-2.1,23.67,-17.03,17.74,-17.48,13.53,-13.87,8.08
2022-10-20,3.75,-17.57,Healthcare,-24.51,9.16,9.06,-16.14,-5.61,-26.35,-1.85,23.59,-18.22,17.34,-17.86,13.02,-16.96,8.19
2022-10-21,6.72,-15.63,Healthcare,-24.63,11.12,11.92,-15.63,-3.3,-24.12,0.27,27.94,-17.43,20.76,-13.98,14.19,-15.33,10.82
2022-10-24,9.47,-14.63,Healthcare,-22.1,15.21,13.12,-13.23,-1.58,-23.51,1.61,30.59,-16.82,22.89,-12.86,17.59,-13.97,12.42
2022-10-25,8.7,-13.27,Healthcare,-22.37,14.63,12.78,-13.16,-0.73,-17.46,1.45,31.86,-16.21,23.32,-12.77,19.15,-12.38,12.14
2022-10-26,10.64,-13.9,Healthcare,-22.0,17.54,15.37,-12.51,1.01,-16.16,2.33,34.29,-15.35,24.2,-11.87,17.11,-14.3,12.74
2022-10-27,11.35,-14.35,Healthcare,-23.17,17.79,15.6,-14.44,0.12,-16.15,2.39,33.73,-15.15,25.86,-12.48,15.72,-15.07,12.46
2022-10-28,7.11,-12.4,Healthcare,-21.16,20.66,19.05,-13.19,13.01,-15.3,3.9,35.05,-13.92,27.16,-9.26,19.67,-14.16,14.39
2022-10-31,6.24,-12.98,Healthcare,-21.59,19.15,20.03,-13.23,11.86,-14.51,3.37,35.87,-13.41,27.69,-10.94,19.37,-12.49,15.19
2022-11-01,6.45,-13.0,Healthcare,-20.78,19.41,19.89,-11.53,12.8,-14.02,2.78,31.54,-12.7,25.26,-7.95,20.59,-11.58,13.26
2022-11-02,4.76,-15.11,Healthcare,-21.75,18.11,19.51,-15.93,10.77,-17.62,1.25,32.41,-14.58,24.82,-9.7,17.63,-15.89,12.49
2022-11-03,4.69,-15.97,Healthcare,-22.97,16.78,21.06,-16.3,12.96,-18.27,1.42,34.84,-16.27,24.02,-10.64,17.36,-16.54,12.52
2022-11-04,5.3,-14.8,Healthcare,-21.73,18.13,21.52,-14.46,14.19,-16.48,1.86,33.29,-15.67,24.57,-9.42,17.59,-15.15,11.44
2022-11-07,7.29,-14.03,Healthcare,-20.63,21.52,22.13,-13.78,15.74,-15.54,2.72,36.07,-14.81,25.64,-9.67,19.22,-15.71,12.8
2022-11-08,7.59,-13.57,Healthcare,-20.52,26.1,23.34,-12.44,16.82,-16.01,3.15,36.65,-20.04,27.14,-9.18,19.38,-15.69,14.43
2022-11-09,6.94,-15.28,Healthcare,-20.66,25.28,23.03,-14.48,16.95,-17.33,2.46,35.42,-20.92,27.24,-10.37,17.98,-16.92,11.92
2022-11-10,8.44,-10.81,Healthcare,-16.94,25.69,22.42,-7.44,17.34,-11.06,3.46,37.4,-18.43,27.55,-9.12,17.69,-11.03,12.63
2022-11-11,8.76,-9.98,Healthcare,-17.05,23.9,17.22,-6.39,16.25,-8.98,0.86,31.44,-16.75,23.42,-8.7,16.66,-8.05,8.16
2022-11-14,9.89,-10.68,Healthcare,-18.67,23.99,17.87,-7.83,17.69,-10.61,2.19,32.8,-17.39,25.93,-5.61,17.84,-8.7,6.47
2022-11-15,10.82,-9.96,Healthcare,-17.79,23.44,17.71,-6.6,17.84,-9.12,2.45,30.57,-16.9,25.19,-6.88,15.78,-6.8,4.3
2022-11-16,9.98,-10.63,Healthcare,-17.42,23.5,17.51,-8.02,17.72,-9.48,3.03,31.66,-18.5,25.51,-7.87,16.85,-8.49,6.02
2022-11-17,10.19,-10.88,Healthcare,-18.24,24.63,19.05,-10.24,18.45,-10.19,3.8,34.53,-20.31,27.88,-7.34,17.38,-9.51,6.79
2022-11-18,12.21,-10.49,Healthcare,-17.21,24.62,19.5,-9.89,18.45,-9.77,4.53,34.86,-18.97,29.79,-7.53,17.02,-8.62,9.76
2022-11-21,13.74,-10.8,Healthcare,-17.2,24.9,21.81,-10.09,19.16,-10.32,4.4,34.68,-17.99,31.16,-7.62,17.37,-8.44,7.17
2022-11-22,15.67,-9.64,Healthcare,-16.42,24.54,21.68,-9.41,20.03,-9.61,4.88,34.57,-22.31,32.44,-5.91,18.96,-7.02,8.36
2022-11-23,15.38,-9.09,Healthcare,-15.52,23.34,22.04,-8.96,20.21,-9.17,4.99,34.88,-21.23,32.36,-6.34,16.81,-6.6,9.7
2022-11-25,15.55,-9.1,Healthcare,-14.77,23.45,22.17,-7.7,21.04,-8.98,5.12,36.18,-21.13,33.04,-5.66,16.94,-5.94,11.3
2022-11-28,14.69,-10.5,Healthcare,-16.01,23.08,22.04,-9.71,20.01,-9.68,5.17,36.37,-24.09,33.98,-4.97,17.76,-7.81,10.22
2022-11-29,14.53,-10.66,Healthcare,-16.32,22.84,21.89,-10.44,20.58,-10.71,4.45,35.7,-23.74,34.37,-5.12,16.92,-7.86,9.36
2022-11-30,16.67,-7.97,Healthcare,-14.28,24.51,23.67,-5.52,22.75,-7.6,5.56,38.33,-21.2,35.64,-3.9,19.34,-4.43,13.36
2022-12-01,16.59,-7.76,Healthcare,-13.67,23.76,23.94,-5.01,22.28,-6.34,5.85,37.15,-20.49,34.48,-2.04,20.33,-3.62,10.89
2022-12-02,18.02,-7.89,Healthcare,-13.54,23.6,24.28,-5.11,23.43,-6.93,5.93,38.75,-20.13,34.71,-2.36,21.11,-3.87,10.75
2022-12-05,18.22,-9.46,Healthcare,-15.62,23.38,23.69,-7.21,22.36,-7.59,5.87,36.78,-20.94,34.68,-2.69,19.45,-4.82,10.52
2022-12-06,18.06,-10.72,Healthcare,-16.83,22.82,22.55,-8.09,22.33,-8.61,4.55,36.5,-22.62,33.66,-4.62,18.22,-5.93,11.38
2022-12-07,19.25,-10.89,Healthcare,-16.09,23.67,22.56,-7.11,22.13,-8.12,5.08,37.75,-22.79,34.76,-3.62,20.82,-4.66,12.1
2022-12-08,19.67,-10.21,Healthcare,-14.43,23.61,22.49,-5.9,24.15,-6.9,5.09,37.68,-21.92,35.48,-0.71,21.0,-3.03,13.11
2022-12-09,17.59,-10.84,Healthcare,-13.97,21.22,20.95,-6.74,22.35,-7.33,4.37,33.76,-21.13,33.51,-0.82,18.62,-4.32,11.36
2022-12-12,19.2,-9.61,Healthcare,-12.41,20.57,21.04,-5.33,23.03,-6.36,5.41,36.03,-20.03,33.7,0.01,17.45,-3.09,12.7
2022-12-13,18.87,-8.96,Healthcare,-10.79,18.81,18.74,-4.24,23.3,-4.19,6.15,32.89,-19.61,35.53,1.74,18.23,-2.46,11.16
2022-12-14,18.92,-9.5,Healthcare,-11.01,18.37,18.43,-5.08,22.85,-4.48,6.45,34.66,-20.94,36.13,4.42,18.61,-3.15,11.19
2022-12-15,17.85,-11.68,Healthcare,-13.18,16.43,15.23,-6.5,20.49,-8.15,5.22,33.38,-22.0,34.32,2.77,15.71,-5.39,9.05
2022-12-16,16.25,-12.71,Healthcare,-14.45,16.92,12.97,-9.25,20.72,-8.87,4.23,33.33,-22.99,33.91,-1.43,14.46,-8.28,8.25
2022-12-19,16.87,-13.44,Healthcare,-14.71,16.26,12.48,-10.39,20.28,-9.88,4.13,32.56,-22.6,34.14,-1.51,14.14,-9.32,8.23
2022-12-20,16.26,-13.72,Healthcare,-14.79,15.87,11.7,-11.45,18.07,-9.64,4.24,33.24,-23.02,34.39,-1.59,16.06,-9.6,7.55
2022-12-21,17.35,-12.46,Healthcare,-13.47,16.49,12.73,-9.61,18.74,-8.29,5.38,36.31,-22.56,35.71,-0.94,16.47,-7.7,9.02
2022-12-22,18.05,-13.66,Healthcare,-13.56,16.08,13.49,-10.4,18.75,-9.08,5.01,35.32,-22.58,35.84,-0.98,16.07,-7.83,8.93
2022-12-23,17.94,-13.19,Healthcare,-13.44,15.53,12.07,-10.0,18.04,-9.37,5.26,36.27,-22.22,36.42,-0.61,15.01,-7.57,9.78
2022-12-27,17.86,-13.52,Healthcare,-13.13,15.31,11.64,-9.65,18.39,-8.97,5.23,35.17,-22.08,36.67,-1.95,12.63,-6.78,9.91
2022-12-28,17.36,-14.56,Healthcare,-13.72,14.5,10.71,-10.17,17.8,-9.68,4.8,35.29,-23.42,35.69,-2.58,12.89,-7.12,9.2
2022-12-29,17.58,-13.08,Healthcare,-11.75,15.22,10.87,-7.6,18.73,-7.79,5.31,35.95,-21.91,35.44,-1.57,14.17,-4.85,9.49
2022-12-30,16.95,-13.31,Healthcare,-12.16,15.0,10.65,-8.09,19.52,-8.54,4.79,35.52,-22.0,35.56,-1.74,14.2,-5.91,9.55
2023-01-03,17.05,-13.32,Healthcare,-12.04,14.26,10.86,-8.96,18.46,-8.26,5.53,34.39,-20.96,34.91,-1.66,13.71,-5.36,7.06
2023-01-04,17.95,-12.72,Healthcare,-10.76,15.4,11.4,-7.57,18.61,-6.85,6.64,33.7,-18.28,35.78,-3.8,14.64,-3.92,4.25
2023-01-05,17.81,-13.65,Healthcare,-11.08,16.45,10.34,-11.38,19.09,-7.3,5.87,32.18,-19.22,37.23,-4.69,14.22,-4.74,1.31
2023-01-06,19.97,-11.74,Healthcare,-9.86,20.02,11.98,-12.32,22.15,-6.71,6.72,33.65,-18.39,38.35,-2.29,16.28,-8.38,1.32
2023-01-09,16.49,-11.8,Healthcare,-10.01,17.83,8.94,-11.44,18.04,-8.57,3.98,28.87,-21.72,34.21,-7.12,7.55,-6.54,1.33
2023-01-10,15.05,-11.18,Healthcare,-8.65,19.45,9.92,-7.39,20.86,-6.38,3.73,29.94,-20.37,34.67,-8.6,10.39,-2.9,0.51
2023-01-11,13.28,-10.08,Healthcare,-9.21,19.03,10.37,-5.02,20.93,-10.26,3.57,32.73,-18.93,34.94,-8.92,12.09,-0.49,2.01
2023-01-12,9.74,-9.75,Healthcare,-10.64,18.17,9.85,-5.53,18.9,-11.29,3.05,32.26,-19.4,35.69,-8.43,12.8,-0.66,2.46
2023-01-13,10.73,-9.41,Healthcare,-8.92,18.52,11.24,-5.08,19.66,-10.62,2.71,33.17,-18.66,36.21,-8.16,13.97,-0.28,1.23
2023-01-17,10.18,-9.54,Healthcare,-9.02,17.53,10.93,-4.64,18.47,-9.66,2.09,31.75,-18.9,34.28,-11.55,14.89,0.38,0.32
2023-01-18,7.58,-10.98,Healthcare,-10.52,15.36,10.67,-6.11,16.16,-11.49,0.56,29.67,-20.53,32.5,-13.62,14.34,-0.91,-1.46
2023-01-19,7.23,-11.6,Healthcare,-10.29,14.34,13.13,-6.06,15.99,-12.81,0.43,29.33,-19.73,33.69,-13.69,12.96,-0.28,0.18
2023-01-20,7.86,-10.01,Healthcare,-9.47,14.86,13.75,-4.82,15.15,-11.35,-0.04,27.5,-18.34,33.73,-13.41,13.95,1.34,0.66
2023-01-23,7.12,-8.94,Healthcare,-8.52,13.88,12.39,-3.93,15.45,-11.62,-0.29,26.1,-16.87,33.67,-13.65,15.17,3.19,0.47
2023-01-24,6.5,-9.04,Healthcare,-9.53,13.33,10.98,-5.78,16.54,-10.94,-0.29,27.62,-18.45,32.12,-14.17,14.79,-0.8,1.64
2023-01-25,6.57,-9.01,Healthcare,-10.57,11.97,12.25,-8.74,16.61,-15.77,0.41,28.84,-18.05,32.2,-13.48,16.91,-1.69,1.82
2023-01-26,6.29,-8.06,Healthcare,-10.52,11.26,11.97,-7.74,15.99,-13.47,0.05,28.21,-17.4,30.23,-15.05,17.08,-1.35,1.82
2023-01-27,5.49,-7.8,Healthcare,-11.28,10.72,11.15,-7.7,16.14,-14.59,-0.34,26.06,-16.66,28.53,-15.93,17.16,-1.97,0.52
2023-01-30,5.04,-8.93,Healthcare,-11.38,9.84,10.5,-8.8,15.62,-16.31,-3.99,25.48,-16.66,29.34,-16.39,16.18,-3.52,0.47
2023-01-31,6.55,-7.66,Healthcare,-10.83,10.19,11.45,-8.25,16.43,-15.13,-3.16,26.81,-15.55,30.9,-15.22,19.57,-2.52,3.18
2023-02-01,5.59,-6.52,Healthcare,-9.66,7.43,9.07,-7.02,16.14,-12.95,-2.23,25.63,-13.15,29.7,-15.23,19.06,0.29,2.67
2023-02-02,4.36,-5.25,Healthcare,-9.35,7.48,11.37,-5.95,12.61,-9.72,-1.87,21.41,-11.38,25.64,-14.54,18.03,0.25,-2.5
2023-02-03,4.61,-6.21,Healthcare,-9.68,6.91,13.88,-6.23,16.82,-11.79,-2.4,24.39,-11.85,25.04,-15.07,22.84,0.36,-2.26
2023-02-06,4.48,-6.73,Healthcare,-10.44,6.35,14.0,-8.27,19.33,-13.69,-3.12,23.89,-13.67,26.3,-15.63,22.5,-1.52,-1.63
2023-02-07,4.57,-5.74,Healthcare,-9.48,6.41,13.99,-7.51,18.91,-12.3,-3.1,24.61,-12.34,28.25,-15.95,20.82,-0.37,-1.3
2023-02-08,4.19,-6.59,Healthcare,-10.86,4.79,12.67,-8.88,18.39,-13.73,-2.98,24.99,-12.76,29.38,-15.21,17.71,-1.01,-0.03
2023-02-09,7.1,-7.25,Healthcare,-12.49,4.7,9.41,-11.21,18.2,-15.32,-4.26,25.37,-15.3,29.48,-16.42,16.96,-2.71,0.48
2023-02-10,9.48,-7.06,Healthcare,-12.42,5.77,10.48,-9.94,19.8,-14.95,-3.83,26.56,-15.22,31.66,-15.4,18.93,-2.3,2.18
2023-02-13,10.67,-6.18,Healthcare,-12.15,6.27,11.95,-9.58,20.87,-14.99,-3.48,28.46,-14.52,32.82,-15.19,19.91,-1.71,2.4
2023-02-14,9.86,-6.21,Healthcare,-13.14,5.14,10.55,-10.83,18.39,-16.38,-3.89,27.43,-15.51,31.85,-15.71,18.41,-2.3,1.89
2023-02-15,8.76,-5.96,Healthcare,-13.12,4.72,9.37,-10.53,17.53,-15.12,-5.45,22.89,-14.42,30.58,-16.47,18.13,-3.08,1.57
2023-02-16,7.67,-6.98,Healthcare,-14.07,2.21,8.43,-11.0,15.26,-16.69,-6.12,19.66,-14.71,29.18,-17.18,15.66,-4.64,0.78
2023-02-17,8.94,-7.17,Healthcare,-13.55,4.92,8.82,-10.81,17.13,-17.12,-4.86,20.5,-14.11,32.79,-16.68,17.57,-4.28,3.16
2023-02-21,9.44,-8.6,Healthcare,-15.98,3.94,8.99,-12.7,16.97,-18.94,-6.26,20.18,-13.42,32.25,-17.66,17.22,-5.78,1.58
2023-02-22,8.49,-8.69,Healthcare,-16.74,3.04,9.12,-12.93,15.41,-18.95,-6.38,20.74,-13.81,32.36,-18.27,17.46,-6.18,1.09
2023-02-23,9.49,-8.34,Healthcare,-16.85,3.67,9.26,-12.11,14.09,-18.49,-6.41,20.18,-14.92,34.07,-18.42,19.24,-5.75,1.66
2023-02-24,9.94,-9.1,Healthcare,-18.5,1.96,7.41,-13.27,11.52,-19.81,-7.44,18.06,-15.42,33.23,-19.48,18.83,-7.12,0.16
2023-02-27,11.06,-8.85,Healthcare,-19.04,2.3,7.12,-13.67,11.83,-19.57,-7.64,16.24,-15.52,32.6,-21.33,18.96,-7.36,-0.04
2023-02-28,10.79,-9.16,Healthcare,-17.49,1.1,5.55,-13.81,11.34,-20.38,-9.04,14.29,-16.11,28.84,-21.73,19.36,-7.29,-1.54
2023-03-01,11.51,-9.24,Healthcare,-17.79,2.99,6.02,-14.24,9.82,-20.61,-9.23,15.01,-16.46,28.68,-21.98,20.44,-7.66,-1.65
2023-03-02,10.89,-8.66,Healthcare,-16.39,2.38,5.77,-12.77,9.86,-20.09,-9.3,15.32,-16.29,29.11,-21.16,20.2,-5.98,-1.16
2023-03-03,12.06,-7.41,Healthcare,-14.97,2.41,5.93,-11.62,11.81,-18.09,-8.4,16.52,-15.16,28.95,-20.16,21.77,-4.23,-0.99
2023-03-06,11.52,-7.32,Healthcare,-16.3,2.53,5.34,-12.72,11.86,-18.1,-7.51,16.71,-16.61,33.92,-20.24,21.93,-4.38,-0.55
2023-03-07,9.85,-8.65,Healthcare,-18.5,-0.21,3.98,-14.3,10.74,-19.51,-8.37,13.71,-18.8,34.12,-21.71,20.93,-6.0,-1.94
2023-03-08,7.49,-8.52,Healthcare,-18.96,-0.34,2.91,-13.44,10.63,-19.38,-9.03,14.4,-20.14,30.56,-22.13,16.54,-5.01,-2.6
2023-03-09,5.89,-10.08,Healthcare,-20.2,-1.47,1.73,-14.85,8.93,-20.23,-10.03,15.95,-20.54,29.75,-23.39,16.32,-5.26,-3.75
2023-03-10,7.57,-11.27,Healthcare,-20.91,-0.58,0.53,-16.18,9.68,-21.53,-9.82,15.29,-21.82,29.86,-23.52,16.82,-6.83,-4.67
2023-03-13,9.16,-11.41,Healthcare,-19.93,1.7,0.96,-15.96,9.69,-20.5,-8.97,18.69,-20.56,27.52,-22.62,17.63,-7.21,-4.0
2023-03-14,10.51,-10.0,Healthcare,-19.64,0.58,1.68,-14.43,10.05,-17.93,-8.47,19.63,-20.68,29.01,-22.55,19.85,-4.81,-3.82
2023-03-15,10.66,-10.53,Healthcare,-20.24,2.45,3.21,-15.37,9.88,-18.31,-8.22,20.5,-20.13,29.8,-21.82,18.85,-7.02,-3.65
2023-03-16,11.54,-9.06,Healthcare,-19.25,2.31,2.63,-12.88,10.15,-16.14,-8.4,20.52,-19.26,29.45,-21.64,17.24,-4.62,-2.32
2023-03-17,10.77,-10.02,Healthcare,-20.88,0.24,1.77,-15.08,6.68,-17.07,-9.37,20.39,-20.25,25.57,-22.16,16.92,-6.25,-2.82
2023-03-20,12.12,-9.23,Healthcare,-20.19,2.37,2.85,-14.44,9.62,-16.14,-8.49,21.99,-18.92,27.67,-20.8,18.69,-5.71,-1.32
2023-03-21,12.59,-8.08,Healthcare,-19.81,1.6,3.26,-13.21,9.18,-14.02,-8.49,21.08,-17.28,27.3,-21.09,18.77,-4.68,-0.68
2023-03-22,10.37,-9.56,Healthcare,-21.0,0.26,2.85,-13.92,7.36,-16.03,-10.16,21.04,-18.58,25.93,-22.34,17.48,-5.08,-1.61
2023-03-23,11.54,-9.35,Healthcare,-20.86,1.67,2.45,-13.71,8.66,-14.78,-10.11,21.65,-20.98,25.73,-22.01,25.26,-4.93,-2.74
2023-03-24,13.48,-9.13,Healthcare,-20.04,3.8,3.51,-13.28,10.36,-10.68,-9.22,22.91,-19.16,26.41,-21.61,28.0,-4.42,-1.51
2023-03-27,13.14,-8.98,Healthcare,-19.71,3.25,4.11,-13.35,9.79,-12.0,-8.83,22.36,-18.89,28.96,-21.94,28.06,-3.85,-0.32
2023-03-28,13.65,-9.14,Healthcare,-20.8,4.0,4.31,-13.74,11.7,-13.05,-9.71,23.46,-19.02,27.28,-22.38,29.06,-5.09,-2.2
2023-03-29,13.47,-7.87,Healthcare,-19.58,5.1,4.28,-13.52,12.14,-12.62,-8.83,22.82,-19.47,26.55,-21.88,27.9,-4.94,-3.41
2023-03-30,13.41,-7.33,Healthcare,-19.21,5.3,4.31,-12.72,12.36,-12.43,-8.76,24.56,-19.35,27.75,-21.63,26.69,-3.63,-2.71
2023-03-31,14.45,-6.05,Healthcare,-17.44,5.41,6.0,-11.95,14.44,-11.0,-7.83,25.55,-17.89,28.31,-20.81,28.25,-1.4,-2.2
2023-04-03,14.87,-5.56,Healthcare,-16.8,6.43,6.44,-12.34,14.49,-11.41,-6.59,27.59,-18.45,30.61,-19.32,28.31,-2.4,2.11
2023-04-04,14.42,-6.08,Healthcare,-15.82,7.75,5.26,-12.72,12.97,-11.01,-5.63,28.98,-18.65,30.57,-20.18,27.7,-1.38,1.92
2023-04-05,15.14,-6.3,Healthcare,-14.69,10.26,6.63,-13.16,15.05,-9.89,-1.47,31.7,-17.84,34.22,-18.94,28.17,-0.77,5.12
2023-04-06,15.67,-5.95,Healthcare,-14.11,10.24,8.02,-13.42,14.67,-10.26,-1.74,33.86,-17.81,34.72,-19.03,28.69,-1.52,5.84
2023-04-10,15.48,-5.85,Healthcare,-15.1,9.2,7.33,-12.53,13.62,-9.57,-2.22,33.4,-17.87,35.05,-18.59,27.95,-1.68,6.32
2023-04-11,15.55,-5.84,Healthcare,-15.43,9.39,6.95,-12.41,13.54,-8.25,-2.25,32.34,-17.1,34.91,-18.48,27.33,-1.35,7.49
2023-04-12,16.24,-6.21,Healthcare,-16.02,8.69,7.22,-12.38,13.02,-8.59,-2.46,34.14,-17.3,36.41,-19.29,27.45,-0.85,7.54
2023-04-13,16.47,-5.01,Healthcare,-15.17,9.4,7.95,-10.85,14.54,-6.95,-1.17,36.34,-16.51,38.6,-19.09,28.94,1.1,8.56
