Date,rate_COST,rate_VOO,Sector,rate_KDP,rate_KO,rate_MDLZ,rate_PEP,rate_PG,rate_WMT
2023-01-18,-7.35,-10.98,Consumer Defensive,-4.86,0.82,0.96,1.14,-4.63,-1.34
2023-01-19,-9.22,-11.6,Consumer Defensive,-6.41,0.67,-0.17,-0.03,-6.98,-2.74
2023-01-20,-7.23,-10.01,Consumer Defensive,-5.46,1.27,0.14,0.12,-6.66,-1.55
2023-01-23,-4.88,-8.94,Consumer Defensive,-5.51,1.52,0.64,-0.32,-7.79,-0.08
2023-01-24,-4.97,-9.04,Consumer Defensive,-4.72,2.06,1.38,0.59,-7.31,0.18
2023-01-25,-5.21,-9.01,Consumer Defensive,-4.78,2.7,1.63,1.32,-7.37,-0.29
2023-01-26,-3.81,-8.06,Consumer Defensive,-4.86,2.5,0.89,0.32,-7.72,-0.38
2023-01-27,-2.87,-7.8,Consumer Defensive,-5.48,1.96,1.2,-0.03,-8.08,0.38
2023-01-30,-2.88,-8.93,Consumer Defensive,-5.43,2.21,1.38,-0.11,-7.81,-0.42
2023-01-31,-1.4,-7.66,Consumer Defensive,-3.91,3.36,2.32,0.79,-6.94,0.78
2023-02-01,-0.13,-6.52,Consumer Defensive,-3.66,3.3,4.23,1.08,-6.28,1.31
2023-02-02,0.89,-5.25,Consumer Defensive,-4.0,1.57,4.13,0.17,-6.91,0.59
2023-02-03,-0.7,-6.21,Consumer Defensive,-4.16,0.83,2.98,-0.32,-6.64,-0.71
2023-02-06,-0.55,-6.73,Consumer Defensive,-3.98,1.39,3.38,1.23,-7.39,-1.42
2023-02-07,-0.4,-5.74,Consumer Defensive,-4.03,1.22,1.7,1.08,-8.27,-1.21
2023-02-08,-2.41,-6.59,Consumer Defensive,-4.92,0.64,1.25,0.85,-9.19,-1.74
2023-02-09,-2.92,-7.25,Consumer Defensive,-4.92,0.47,0.48,1.78,-10.16,-0.84
2023-02-10,-3.02,-7.06,Consumer Defensive,-3.82,0.47,2.35,3.76,-9.39,0.69
2023-02-13,-2.0,-6.18,Consumer Defensive,-2.79,2.1,3.53,4.66,-8.24,2.2
2023-02-14,-2.56,-6.21,Consumer Defensive,-3.52,0.41,2.59,3.5,-8.75,1.91
2023-02-15,-1.15,-5.96,Consumer Defensive,-2.68,0.41,2.63,3.64,-8.95,2.66
2023-02-16,-2.41,-6.98,Consumer Defensive,-2.14,-0.2,2.62,3.35,-10.13,1.06
2023-02-17,-1.82,-7.17,Consumer Defensive,-2.77,1.3,4.43,3.8,-8.28,2.57
2023-02-21,-2.82,-8.6,Consumer Defensive,-3.09,0.77,4.05,3.74,-8.34,3.19
2023-02-22,-3.59,-8.69,Consumer Defensive,-2.47,1.07,3.47,3.7,-7.96,1.04
2023-02-23,-4.34,-8.34,Consumer Defensive,-1.57,1.25,3.22,3.81,-8.25,-0.46
2023-02-24,-5.13,-9.1,Consumer Defensive,-2.44,0.83,2.42,3.61,-8.76,-0.19
2023-02-27,-5.41,-8.85,Consumer Defensive,-3.58,0.8,2.56,3.58,-8.84,-0.91
2023-02-28,-5.94,-9.16,Consumer Defensive,-5.8,0.28,1.84,2.19,-9.86,-0.43
2023-03-01,-6.8,-9.24,Consumer Defensive,-6.63,-0.79,0.3,0.89,-9.58,-1.77
2023-03-02,-5.53,-8.66,Consumer Defensive,-5.59,0.62,2.08,2.03,-8.14,-1.53
2023-03-03,-7.41,-7.41,Consumer Defensive,-5.67,0.16,2.61,1.93,-7.49,-1.41
2023-03-06,-6.0,-7.32,Consumer Defensive,-4.96,1.67,2.56,2.13,-7.87,-1.43
2023-03-07,-5.62,-8.65,Consumer Defensive,-4.93,1.09,1.22,1.63,-9.67,-2.4
2023-03-08,-5.45,-8.52,Consumer Defensive,-5.07,1.14,1.65,1.9,-9.65,-3.19
2023-03-09,-6.67,-10.08,Consumer Defensive,-5.66,0.17,1.14,1.14,-10.3,-3.83
2023-03-10,-8.23,-11.27,Consumer Defensive,-6.3,-0.24,1.36,1.28,-9.9,-3.97
2023-03-13,-8.07,-11.41,Consumer Defensive,-6.49,0.75,2.35,2.25,-9.29,-3.69
2023-03-14,-6.19,-10.0,Consumer Defensive,-5.46,1.12,3.51,2.15,-8.19,-3.19
2023-03-15,-5.48,-10.53,Consumer Defensive,-4.68,1.79,3.68,3.95,-6.9,-2.12
2023-03-16,-5.18,-9.06,Consumer Defensive,-4.19,1.57,4.51,3.88,-6.21,-3.06
2023-03-17,-5.22,-10.02,Consumer Defensive,-4.84,1.1,3.68,3.08,-6.19,-2.28
2023-03-20,-4.8,-9.23,Consumer Defensive,-3.86,2.07,5.74,4.51,-4.76,-1.24
2023-03-21,-4.5,-8.08,Consumer Defensive,-4.05,1.6,5.89,4.75,-5.45,-1.57
2023-03-22,-5.13,-9.56,Consumer Defensive,-5.36,1.15,5.16,3.88,-5.51,-2.2
2023-03-23,-5.09,-9.35,Consumer Defensive,-6.88,0.93,4.91,3.37,-5.64,-1.41
2023-03-24,-3.66,-9.13,Consumer Defensive,-4.82,2.58,7.77,5.39,-3.73,-0.61
2023-03-27,-4.05,-8.98,Consumer Defensive,-4.19,3.33,7.96,5.62,-4.23,1.04
2023-03-28,-5.27,-9.14,Consumer Defensive,-4.08,3.45,8.63,5.58,-3.96,0.65
2023-03-29,-4.5,-7.87,Consumer Defensive,-3.67,4.19,9.84,6.31,-3.67,1.08
2023-03-30,-4.38,-7.33,Consumer Defensive,-4.11,4.17,8.61,6.4,-3.25,2.09
2023-03-31,-3.36,-6.05,Consumer Defensive,-3.7,4.47,8.83,7.26,-2.44,3.33
2023-04-03,-3.26,-5.56,Consumer Defensive,-3.33,4.98,9.4,7.22,-1.87,4.11
2023-04-04,-3.13,-6.08,Consumer Defensive,-3.41,4.67,9.86,6.84,-1.4,3.1
2023-04-05,-3.24,-6.3,Consumer Defensive,-3.3,5.65,11.21,7.88,-0.74,4.79
2023-04-06,-5.34,-5.95,Consumer Defensive,-2.65,5.71,10.67,8.29,-0.12,5.57
2023-04-10,-3.86,-5.85,Consumer Defensive,-3.76,5.47,9.88,7.62,-0.93,5.37
2023-04-11,-2.94,-5.84,Consumer Defensive,-3.7,5.28,9.59,7.48,-1.1,5.06
2023-04-12,-4.71,-6.21,Consumer Defensive,-3.81,5.47,9.45,7.31,-0.87,4.55
2023-04-13,-3.09,-5.01,Consumer Defensive,-3.73,6.23,9.76,8.21,-0.48,4.66
2023-04-14,-4.34,-5.2,Consumer Defensive,-4.11,6.07,8.93,7.78,-0.91,3.96
2023-04-17,-3.84,-4.88,Consumer Defensive,-3.32,6.75,9.52,8.24,-0.88,4.68
2023-04-18,-3.27,-4.82,Consumer Defensive,-3.32,6.92,9.82,8.45,-0.8,4.87
2023-04-19,-3.44,-4.83,Consumer Defensive,-3.43,7.12,9.64,8.39,-0.78,4.97
2023-04-20,-1.62,-5.36,Consumer Defensive,-2.94,7.59,10.47,8.72,-0.99,5.54
2023-04-21,-1.47,-5.3,Consumer Defensive,-3.54,7.74,10.83,8.76,1.73,5.99
2023-04-24,-0.5,-5.18,Consumer Defensive,-3.41,7.57,11.44,8.81,1.87,6.6
2023-04-25,-2.08,-6.43,Consumer Defensive,-1.96,7.43,12.29,10.83,1.89,5.83
2023-04-26,-3.7,-6.78,Consumer Defensive,-3.02,7.0,12.08,10.27,0.98,5.41
2023-04-27,-2.44,-5.24,Consumer Defensive,-8.36,7.19,13.93,10.82,1.94,5.71
2023-04-28,-2.07,-4.56,Consumer Defensive,-10.65,7.86,17.52,11.4,1.89,5.45
2023-05-01,-3.82,-4.51,Consumer Defensive,-10.77,7.9,17.75,11.52,1.94,5.72
2023-05-02,-3.59,-5.49,Consumer Defensive,-10.85,7.52,18.21,11.79,1.86,5.49
2023-05-03,-4.49,-6.08,Consumer Defensive,-10.18,7.04,17.51,11.76,1.75,5.17
2023-05-04,-4.44,-6.71,Consumer Defensive,-10.99,7.13,17.84,12.32,1.34,5.08
2023-05-05,-2.79,-5.15,Consumer Defensive,-8.99,7.53,18.16,12.74,1.63,5.82
2023-05-08,-2.79,-5.11,Consumer Defensive,-10.01,7.4,18.83,12.31,1.22,6.36
2023-05-09,-2.46,-5.5,Consumer Defensive,-10.39,6.71,18.56,12.72,0.38,6.51
2023-05-10,-2.67,-5.1,Consumer Defensive,-10.72,6.85,18.56,12.79,0.55,6.27
2023-05-11,-2.25,-5.23,Consumer Defensive,-11.16,7.32,19.13,13.35,0.74,6.58
2023-05-12,-1.84,-5.35,Consumer Defensive,-10.5,7.64,18.55,13.76,1.56,6.55
2023-05-15,-2.22,-5.04,Consumer Defensive,-11.35,7.42,18.37,12.79,1.59,5.9
2023-05-16,-3.34,-5.65,Consumer Defensive,-12.71,6.35,18.46,12.39,1.45,4.6
2023-05-17,-3.56,-4.56,Consumer Defensive,-12.0,6.25,17.69,11.75,1.12,4.44
2023-05-18,-2.97,-3.65,Consumer Defensive,-12.68,5.72,17.74,11.51,-0.18,5.65
2023-05-19,-3.27,-3.8,Consumer Defensive,-12.79,5.77,17.45,11.64,0.15,4.68
2023-05-22,-4.15,-3.74,Consumer Defensive,-12.57,3.8,15.83,9.19,-1.89,3.86
2023-05-23,-5.47,-4.8,Consumer Defensive,-12.27,3.63,15.51,8.88,-2.83,3.68
2023-05-24,-5.87,-5.51,Consumer Defensive,-12.55,2.8,15.25,8.26,-3.54,3.23
2023-05-25,-5.16,-4.7,Consumer Defensive,-13.56,2.06,14.83,7.69,-4.08,2.26
2023-05-26,-1.23,-3.48,Consumer Defensive,-13.94,1.82,14.76,7.57,-4.08,2.43
2023-05-30,-1.09,-3.45,Consumer Defensive,-15.06,1.06,10.77,6.53,-5.37,2.19
2023-05-31,-0.42,-3.96,Consumer Defensive,-14.73,0.87,12.27,6.92,-5.76,2.73
2023-06-01,-0.22,-2.99,Consumer Defensive,-14.29,1.38,12.3,6.69,-4.81,3.02
2023-06-02,-0.22,-1.6,Consumer Defensive,-13.53,3.26,13.27,7.72,-3.24,3.97
2023-06-05,0.86,-1.79,Consumer Defensive,-13.91,2.58,13.3,7.79,-3.61,4.64
2023-06-06,0.48,-1.59,Consumer Defensive,-14.54,1.85,11.78,6.29,-4.54,4.62
2023-06-07,-0.48,-1.91,Consumer Defensive,-13.91,1.7,10.13,5.45,-4.34,4.78
2023-06-08,1.21,-1.33,Consumer Defensive,-13.64,1.95,11.49,6.6,-3.28,6.28
2023-06-09,0.68,-1.17,Consumer Defensive,-13.91,2.11,11.31,6.74,-3.21,6.91
2023-06-12,1.38,-0.27,Consumer Defensive,-14.13,1.68,11.07,6.48,-3.95,7.61
2023-06-13,1.58,0.38,Consumer Defensive,-13.34,2.08,10.93,6.27,-4.18,8.44
2023-06-14,2.57,0.45,Consumer Defensive,-12.68,2.77,11.55,7.22,-3.29,9.53
2023-06-15,2.95,1.72,Consumer Defensive,-12.68,3.39,12.05,8.69,-1.97,10.13
2023-06-16,1.89,1.35,Consumer Defensive,-11.55,4.13,12.22,8.88,-1.25,8.6
2023-06-20,1.14,0.89,Consumer Defensive,-12.21,3.44,11.75,8.46,-2.16,7.65
2023-06-21,1.12,0.35,Consumer Defensive,-12.73,3.73,11.57,8.53,-1.32,7.86
2023-06-22,2.0,0.71,Consumer Defensive,-12.24,4.43,12.48,9.64,-0.99,8.76
2023-06-23,2.04,-0.04,Consumer Defensive,-14.27,3.34,11.51,8.9,-1.96,8.55
2023-06-26,1.85,-0.45,Consumer Defensive,-14.43,3.37,11.7,8.21,-1.86,8.27
2023-06-27,2.98,0.64,Consumer Defensive,-14.08,3.16,12.77,8.99,-0.94,7.88
2023-06-28,3.38,0.69,Consumer Defensive,-15.04,2.2,11.69,7.52,-0.96,8.46
2023-06-29,3.2,0.68,Consumer Defensive,-15.42,1.35,10.26,7.63,-1.36,7.73
2023-06-30,4.29,1.85,Consumer Defensive,-14.02,1.69,11.26,8.4,0.19,9.75
2023-07-03,4.63,2.0,Consumer Defensive,-13.2,2.25,11.88,8.45,0.67,10.25
2023-07-05,4.65,1.78,Consumer Defensive,-12.44,3.0,11.45,9.01,0.5,10.19
2023-07-06,3.99,0.97,Consumer Defensive,-11.21,2.22,10.93,9.03,0.34,9.5
2023-07-07,1.82,0.74,Consumer Defensive,-12.41,0.88,9.61,7.0,-1.73,7.0
2023-07-10,2.16,1.01,Consumer Defensive,-13.23,0.13,9.76,7.7,-1.69,7.96
2023-07-11,2.65,1.65,Consumer Defensive,-13.42,0.48,7.93,7.52,-2.2,7.8
2023-07-12,4.18,2.44,Consumer Defensive,-13.75,1.02,8.7,7.05,-1.7,8.07
2023-07-13,4.27,3.26,Consumer Defensive,-13.09,1.87,9.35,9.57,-1.63,7.44
2023-07-14,5.79,3.18,Consumer Defensive,-12.68,2.8,10.03,9.96,-0.91,7.81
2023-07-17,6.94,3.53,Consumer Defensive,-12.82,2.65,9.52,8.47,-1.61,7.94
2023-07-18,7.05,4.31,Consumer Defensive,-12.95,2.24,9.76,7.79,-1.42,7.75
2023-07-19,7.15,4.53,Consumer Defensive,-12.05,4.04,11.44,8.84,-0.75,7.78
2023-07-20,7.68,3.86,Consumer Defensive,-10.56,5.3,12.46,10.6,-0.57,9.77
2023-07-21,7.85,3.87,Consumer Defensive,-10.15,5.38,12.61,11.1,0.98,10.38
2023-07-24,8.98,4.3,Consumer Defensive,-10.76,5.42,13.13,11.54,1.31,11.03
2023-07-25,9.22,4.56,Consumer Defensive,-10.87,5.06,13.25,11.8,1.54,10.94
2023-07-26,9.41,4.58,Consumer Defensive,-10.26,6.41,12.14,11.94,1.65,11.34
2023-07-27,8.59,3.99,Consumer Defensive,-6.91,5.38,10.15,10.15,0.44,10.93
2023-07-28,8.87,4.84,Consumer Defensive,-6.47,5.45,14.22,11.19,3.27,11.45
2023-07-31,8.37,5.01,Consumer Defensive,-6.22,4.53,12.84,9.53,3.2,11.42
2023-08-01,7.38,4.66,Consumer Defensive,-5.77,4.17,12.91,8.98,3.1,10.68
2023-08-02,6.88,3.53,Consumer Defensive,-4.88,4.49,14.39,9.83,3.32,10.75
2023-08-03,7.73,3.31,Consumer Defensive,-6.31,3.96,14.31,9.15,3.59,10.78
2023-08-04,6.83,2.92,Consumer Defensive,-7.2,2.42,12.27,7.72,2.48,10.15
2023-08-07,7.84,3.63,Consumer Defensive,-6.61,3.21,12.77,9.02,3.54,11.62
2023-08-08,7.54,3.32,Consumer Defensive,-7.41,2.88,11.8,7.96,3.62,11.67
2023-08-09,8.01,2.85,Consumer Defensive,-7.02,3.05,12.25,7.76,3.52,11.76
2023-08-10,8.25,2.89,Consumer Defensive,-7.47,2.88,12.16,7.66,3.14,11.54
2023-08-11,8.45,2.83,Consumer Defensive,-6.65,3.19,12.45,7.78,3.58,11.86
2023-08-14,8.25,3.23,Consumer Defensive,-6.77,2.83,11.59,7.6,2.98,11.45
2023-08-15,7.87,2.44,Consumer Defensive,-7.28,2.35,10.62,6.69,2.53,11.1
2023-08-16,7.94,1.94,Consumer Defensive,-6.56,2.36,10.28,6.64,1.82,11.13
2023-08-17,6.39,1.39,Consumer Defensive,-6.9,2.51,9.49,5.53,1.32,9.59
2023-08-18,6.11,1.45,Consumer Defensive,-6.75,2.91,9.41,5.42,1.51,10.56
2023-08-21,5.89,1.9,Consumer Defensive,-6.98,2.31,9.0,4.97,1.17,10.37
2023-08-22,5.26,1.71,Consumer Defensive,-7.31,1.89,8.46,4.44,1.19,10.15
2023-08-23,5.59,2.43,Consumer Defensive,-6.94,2.12,9.77,5.39,1.82,10.64
2023-08-24,4.4,1.53,Consumer Defensive,-7.35,1.94,9.12,5.02,1.51,10.09
2023-08-25,4.7,1.97,Consumer Defensive,-7.63,2.26,9.79,5.91,1.95,10.52
2023-08-28,4.98,2.41,Consumer Defensive,-6.85,2.45,9.84,6.23,2.06,10.93
2023-08-29,5.83,3.38,Consumer Defensive,-6.48,2.39,9.77,6.5,2.1,11.54
2023-08-30,5.77,3.66,Consumer Defensive,-6.72,2.35,9.86,6.56,2.17,12.08
2023-08-31,6.68,3.58,Consumer Defensive,-6.94,1.63,9.54,5.32,2.31,12.73
2023-09-01,5.91,3.65,Consumer Defensive,-6.99,1.02,7.78,4.21,2.33,12.01
2023-09-05,5.97,3.35,Consumer Defensive,-7.89,0.48,7.65,3.77,1.44,11.42
2023-09-06,6.28,2.76,Consumer Defensive,-7.55,0.42,7.82,4.05,1.28,12.11
2023-09-07,6.62,2.49,Consumer Defensive,-7.27,-0.28,8.25,4.95,2.15,13.37
2023-09-08,7.09,2.62,Consumer Defensive,-7.13,-0.28,7.99,4.88,1.74,13.56
2023-09-11,8.49,3.26,Consumer Defensive,-6.68,0.62,10.27,6.38,2.89,13.92
2023-09-12,8.49,2.72,Consumer Defensive,-7.42,-0.35,9.81,6.0,1.12,14.04
2023-09-13,8.67,2.84,Consumer Defensive,-7.77,-0.11,10.15,6.82,1.81,14.06
2023-09-14,9.61,3.7,Consumer Defensive,-6.3,-0.08,11.8,7.71,2.9,14.5
2023-09-15,8.03,2.45,Consumer Defensive,-7.31,-0.95,11.13,6.91,2.06,14.11
2023-09-18,9.23,2.56,Consumer Defensive,-6.35,-0.35,11.01,6.64,2.43,13.34
2023-09-19,9.54,2.36,Consumer Defensive,-7.02,-0.55,10.48,6.02,2.14,13.32
2023-09-20,9.44,1.42,Consumer Defensive,-6.02,-0.11,10.68,6.06,2.05,13.67
2023-09-21,7.77,-0.2,Consumer Defensive,-7.24,-1.63,9.26,4.3,1.18,12.35
2023-09-22,8.44,-0.44,Consumer Defensive,-7.81,-1.53,8.83,4.23,0.81,12.63
2023-09-25,8.44,-0.03,Consumer Defensive,-9.57,-2.54,7.73,3.68,0.21,13.11
2023-09-26,7.36,-1.48,Consumer Defensive,-10.46,-3.34,9.05,2.61,-0.67,12.72
2023-09-27,9.38,-1.46,Consumer Defensive,-11.82,-4.33,8.16,0.88,-1.98,12.2
2023-09-28,10.36,-1.26,Consumer Defensive,-12.4,-4.56,7.24,0.84,-2.64,12.75
2023-09-29,9.66,-1.49,Consumer Defensive,-12.09,-4.28,7.26,0.8,-2.95,10.98
2023-10-02,10.66,-1.47,Consumer Defensive,-12.84,-5.03,5.75,0.63,-3.33,10.88
2023-10-03,9.47,-2.77,Consumer Defensive,-13.17,-6.04,4.39,-0.23,-3.13,10.2
2023-10-04,10.75,-2.07,Consumer Defensive,-11.49,-5.77,6.04,0.48,-2.82,11.49
2023-10-05,10.32,-2.15,Consumer Defensive,-15.59,-10.26,0.54,-4.68,-4.24,10.19
2023-10-06,8.04,-1.01,Consumer Defensive,-15.97,-8.98,-2.06,-4.57,-4.05,8.38
2023-10-09,8.32,-0.36,Consumer Defensive,-16.88,-9.42,-1.44,-3.94,-4.53,8.0
2023-10-10,8.91,0.14,Consumer Defensive,-15.36,-7.46,-1.65,-2.15,-3.59,9.2
2023-10-11,9.56,0.56,Consumer Defensive,-18.13,-8.01,-2.77,-3.2,-4.76,9.63
2023-10-12,9.23,-0.03,Consumer Defensive,-21.98,-9.53,-5.62,-5.88,-4.55,10.13
2023-10-13,9.81,-0.55,Consumer Defensive,-21.4,-9.4,-4.87,-4.74,-3.65,10.73
2023-10-16,10.84,0.47,Consumer Defensive,-20.29,-8.48,-3.2,-4.11,-2.74,11.68
2023-10-17,11.24,0.48,Consumer Defensive,-19.54,-7.39,-1.79,-4.53,-2.62,11.82
2023-10-18,11.29,-0.85,Consumer Defensive,-19.51,-7.43,-0.85,-3.54,-0.12,11.9
2023-10-19,9.58,-1.68,Consumer Defensive,-20.46,-6.91,-0.76,-4.41,-1.3,11.37
2023-10-20,7.17,-2.89,Consumer Defensive,-19.9,-6.54,-0.93,-4.75,-1.43,9.99
2023-10-23,7.05,-3.06,Consumer Defensive,-20.79,-7.37,-1.09,-4.7,-1.37,11.54
2023-10-24,6.96,-2.34,Consumer Defensive,-18.62,-4.71,1.31,-3.45,-0.21,13.09
2023-10-25,6.61,-3.7,Consumer Defensive,-18.64,-3.89,1.52,-3.35,0.25,12.75
2023-10-26,6.16,-4.87,Consumer Defensive,-17.5,-4.47,1.46,-3.91,-0.27,12.06
2023-10-27,5.29,-5.28,Consumer Defensive,-16.5,-5.4,0.48,-4.97,-2.02,11.65
2023-10-30,7.54,-4.16,Consumer Defensive,-16.08,-3.84,1.97,-3.4,-0.63,12.93
2023-10-31,7.08,-3.59,Consumer Defensive,-15.22,-3.26,2.32,-2.8,-0.12,13.2
2023-11-01,7.76,-2.49,Consumer Defensive,-14.57,-3.29,3.2,-1.83,-0.39,13.94
2023-11-02,7.6,-0.7,Consumer Defensive,-13.48,-2.2,4.94,-0.69,0.79,14.38
2023-11-03,8.52,0.19,Consumer Defensive,-12.77,-2.78,6.23,-0.71,-0.09,13.8
2023-11-06,10.18,0.38,Consumer Defensive,-13.18,-2.4,5.35,-0.76,0.47,13.94
2023-11-07,10.45,0.65,Consumer Defensive,-13.1,-2.04,5.73,-0.48,0.24,14.47
2023-11-08,9.72,0.73,Consumer Defensive,-12.96,-2.19,6.54,-0.36,-0.14,13.55
2023-11-09,8.95,-0.01,Consumer Defensive,-13.37,-2.92,6.42,-1.08,0.08,13.29
2023-11-10,11.56,1.52,Consumer Defensive,-13.18,-2.82,6.7,-0.63,0.78,14.84
2023-11-13,11.77,1.42,Consumer Defensive,-12.32,-2.46,6.97,-0.13,1.47,15.86
2023-11-14,14.14,3.34,Consumer Defensive,-10.65,-2.18,8.2,0.07,1.24,15.84
2023-11-15,15.27,3.57,Consumer Defensive,-10.62,-1.99,8.03,-0.44,0.78,17.3
2023-11-16,11.83,3.71,Consumer Defensive,-10.93,-2.09,9.0,-0.17,1.71,7.9
2023-11-17,11.56,3.86,Consumer Defensive,-11.07,-1.9,9.01,-0.73,0.55,7.43
2023-11-20,12.25,4.63,Consumer Defensive,-10.93,-1.66,9.44,-0.87,0.03,7.39
2023-11-21,12.91,4.36,Consumer Defensive,-10.62,-0.59,9.54,-0.11,-0.41,7.78
2023-11-22,13.82,4.81,Consumer Defensive,-9.43,0.08,10.34,0.73,0.52,6.96
2023-11-24,14.25,4.87,Consumer Defensive,-8.93,0.33,10.54,0.82,0.76,7.92
2023-11-27,14.91,4.69,Consumer Defensive,-9.1,0.15,10.32,0.19,0.67,8.4
2023-11-28,14.74,4.79,Consumer Defensive,-9.9,0.35,10.25,0.51,1.36,9.69
2023-11-29,13.59,4.72,Consumer Defensive,-11.22,-0.25,8.96,-0.49,0.59,7.93
2023-11-30,14.51,5.12,Consumer Defensive,-11.63,0.11,9.77,0.18,2.17,7.66
2023-12-01,14.89,5.62,Consumer Defensive,-9.89,0.45,9.28,0.41,1.58,6.6
2023-12-04,15.41,5.11,Consumer Defensive,-9.74,0.33,9.79,0.67,1.19,6.58
2023-12-05,16.59,5.08,Consumer Defensive,-10.2,0.46,9.14,-0.04,-2.29,7.55
2023-12-06,16.98,4.72,Consumer Defensive,-9.83,0.37,9.88,-0.29,-2.36,6.4
2023-12-07,17.64,5.4,Consumer Defensive,-9.45,0.57,10.27,-0.32,-2.46,5.32
2023-12-08,17.61,5.77,Consumer Defensive,-10.02,0.39,9.64,-1.37,-3.35,4.23
2023-12-11,20.06,6.12,Consumer Defensive,-8.53,1.01,10.44,-0.11,-2.91,4.49
2023-12-12,21.12,6.6,Consumer Defensive,-8.76,1.6,11.06,0.27,-2.83,4.57
2023-12-13,23.46,7.92,Consumer Defensive,-7.31,2.41,12.07,2.36,-1.08,6.42
2023-12-14,21.36,8.21,Consumer Defensive,-9.93,1.01,9.19,0.15,-3.67,5.13
2023-12-15,26.62,8.06,Consumer Defensive,-10.54,0.31,9.19,-0.59,-4.14,5.52
2023-12-18,30.83,8.62,Consumer Defensive,-9.44,0.97,9.62,0.53,-2.68,7.05
2023-12-19,30.37,9.16,Consumer Defensive,-9.07,0.66,9.6,-0.03,-2.68,7.43
2023-12-20,28.17,7.51,Consumer Defensive,-9.76,-1.34,7.25,-1.37,-4.18,6.18
2023-12-21,28.71,8.36,Consumer Defensive,-9.12,-0.72,8.79,-0.61,-3.94,6.93
2023-12-22,29.56,8.57,Consumer Defensive,-8.3,-0.17,9.82,-0.19,-3.27,8.2
2023-12-26,29.96,8.94,Consumer Defensive,-7.71,0.22,10.51,0.5,-2.83,8.04
2023-12-27,28.93,9.1,Consumer Defensive,-7.55,0.47,11.19,0.82,-2.75,9.05
2023-12-28,28.44,9.11,Consumer Defensive,-6.91,0.53,11.26,0.82,-2.97,8.84
2023-12-29,28.05,8.87,Consumer Defensive,-6.99,0.83,11.49,1.09,-2.43,8.89
2024-01-02,26.32,8.16,Consumer Defensive,-6.73,2.25,13.18,2.85,-0.95,9.84
2024-01-03,25.37,7.53,Consumer Defensive,-8.84,2.48,12.37,2.87,-1.55,9.84
2024-01-04,26.02,7.23,Consumer Defensive,-9.45,2.14,12.37,2.0,-1.01,8.79
2024-01-05,27.42,7.36,Consumer Defensive,-10.56,1.99,12.09,0.51,-1.83,8.07
2024-01-08,28.49,8.85,Consumer Defensive,-11.0,2.74,13.03,0.61,-0.98,9.13
2024-01-09,29.38,8.62,Consumer Defensive,-10.53,2.55,13.07,-0.54,-0.58,9.86
2024-01-10,30.28,9.22,Consumer Defensive,-11.11,2.89,12.07,-0.69,-0.16,11.22
2024-01-11,30.42,9.19,Consumer Defensive,-10.61,2.23,11.61,-1.15,0.22,11.1
2024-01-12,31.99,9.23,Consumer Defensive,-10.72,3.22,12.13,-0.48,0.28,11.24
2024-01-16,31.7,8.92,Consumer Defensive,-10.95,2.53,11.72,-1.13,-0.26,11.59
2024-01-17,32.14,8.42,Consumer Defensive,-11.2,2.53,12.4,-0.97,-0.16,11.07
2024-01-18,32.65,9.22,Consumer Defensive,-11.03,2.82,11.81,-0.54,-1.35,12.56
2024-01-19,33.89,10.34,Consumer Defensive,-10.78,2.26,11.72,-1.36,-1.73,11.97
2024-01-22,33.49,10.55,Consumer Defensive,-11.87,1.82,12.13,-1.76,-1.54,11.98
2024-01-23,32.62,10.83,Consumer Defensive,-11.2,2.3,14.1,-0.26,2.52,12.26
2024-01-24,32.43,10.91,Consumer Defensive,-12.87,0.69,13.4,-1.47,1.29,10.68
2024-01-25,31.26,11.43,Consumer Defensive,-11.62,1.12,14.24,-0.9,3.61,12.29
2024-01-26,32.5,11.37,Consumer Defensive,-10.53,1.48,15.22,-0.13,3.95,13.27
2024-01-29,33.76,12.06,Consumer Defensive,-10.44,2.09,16.1,0.04,3.97,13.8
2024-01-30,34.81,11.99,Consumer Defensive,-11.03,2.38,17.05,0.91,4.85,14.18
2024-01-31,33.89,10.45,Consumer Defensive,-12.04,1.68,15.41,0.27,4.62,13.94
2024-02-01,34.76,11.46,Consumer Defensive,-10.34,4.15,17.05,2.1,5.86,15.76
2024-02-02,35.53,12.41,Consumer Defensive,-11.24,3.41,17.54,1.68,5.15,16.61
2024-02-05,35.79,12.07,Consumer Defensive,-12.92,2.57,15.23,1.65,5.23,16.0
2024-02-06,35.73,12.35,Consumer Defensive,-12.72,2.4,15.11,1.94,5.73,16.78
2024-02-07,37.12,13.07,Consumer Defensive,-12.31,2.49,14.15,1.97,5.83,16.49
2024-02-08,37.79,13.13,Consumer Defensive,-11.67,2.22,14.37,3.37,5.51,16.48
2024-02-09,37.68,13.64,Consumer Defensive,-12.61,1.76,11.96,-0.26,4.71,16.42
2024-02-12,37.52,13.6,Consumer Defensive,-12.14,2.0,12.46,1.47,4.51,17.12
2024-02-13,36.32,12.17,Consumer Defensive,-13.26,1.4,10.14,0.45,4.03,16.56
2024-02-14,37.49,13.12,Consumer Defensive,-12.76,1.3,9.27,-0.36,3.67,16.31
2024-02-15,37.83,13.8,Consumer Defensive,-12.78,1.49,9.58,-0.16,4.45,16.64
